,image,papyri,original,position,fragment,patch
5120,142070_142070_18_2.png,142070,18_14207_5252G28R.png,0,142070_18,2
5121,142070_142070_18_3.png,142070,18_14207_5252G28R.png,0,142070_18,3
5122,139051_139051_4_0.png,139051,4_13905_4801KV.png,1,139051_4,0
5123,139051_139051_4_1.png,139051,4_13905_4801KV.png,1,139051_4,1
5124,139051_139051_4_2.png,139051,4_13905_4801KV.png,1,139051_4,2
5125,137971_137971_1_0.png,137971,1_13797_4715CV.png,1,137971_1,0
5126,137971_137971_1_1.png,137971,1_13797_4715CV.png,1,137971_1,1
5127,137971_137971_1_2.png,137971,1_13797_4715CV.png,1,137971_1,2
5128,137971_137971_1_3.png,137971,1_13797_4715CV.png,1,137971_1,3
5129,137971_137971_1_4.png,137971,1_13797_4715CV.png,1,137971_1,4
5130,137971_137971_1_5.png,137971,1_13797_4715CV.png,1,137971_1,5
5131,137971_137971_1_6.png,137971,1_13797_4715CV.png,1,137971_1,6
5132,137971_137971_1_7.png,137971,1_13797_4715CV.png,1,137971_1,7
5133,137971_137971_1_8.png,137971,1_13797_4715CV.png,1,137971_1,8
5134,137971_137971_1_9.png,137971,1_13797_4715CV.png,1,137971_1,9
5135,137971_137971_1_10.png,137971,1_13797_4715CV.png,1,137971_1,10
5136,141381_141381_14_0.png,141381,14_14138_5188GV.png,1,141381_14,0
5137,141381_141381_14_1.png,141381,14_14138_5188GV.png,1,141381_14,1
5138,141381_141381_14_2.png,141381,14_14138_5188GV.png,1,141381_14,2
5139,140160_140160_6_0.png,140160,6_14016_4914BR.png,0,140160_6,0
5140,140160_140160_6_1.png,140160,6_14016_4914BR.png,0,140160_6,1
5141,140160_140160_6_2.png,140160,6_14016_4914BR.png,0,140160_6,2
5142,140160_140160_6_3.png,140160,6_14016_4914BR.png,0,140160_6,3
5143,147380_147380_2_0.png,147380,2_14738_6609CR.png,0,147380_2,0
5144,147380_147380_2_1.png,147380,2_14738_6609CR.png,0,147380_2,1
5145,147380_147380_2_2.png,147380,2_14738_6609CR.png,0,147380_2,2
5146,147380_147380_2_3.png,147380,2_14738_6609CR.png,0,147380_2,3
5147,147380_147380_2_4.png,147380,2_14738_6609CR.png,0,147380_2,4
5148,147380_147380_2_5.png,147380,2_14738_6609CR.png,0,147380_2,5
5149,147380_147380_2_6.png,147380,2_14738_6609CR.png,0,147380_2,6
5150,147380_147380_2_7.png,147380,2_14738_6609CR.png,0,147380_2,7
5151,88720_88720_2_0.png,88720,2_8872_3538R.png,0,88720_2,0
5152,151680_151680_3_0.png,151680,3_15168_6399R.png,0,151680_3,0
5153,151680_151680_3_1.png,151680,3_15168_6399R.png,0,151680_3,1
5154,151680_151680_3_2.png,151680,3_15168_6399R.png,0,151680_3,2
5155,128040_128040_4_0.png,128040,4_12804_4419DR.png,0,128040_4,0
5156,128040_128040_4_1.png,128040,4_12804_4419DR.png,0,128040_4,1
5157,128040_128040_4_2.png,128040,4_12804_4419DR.png,0,128040_4,2
5158,128040_128040_4_3.png,128040,4_12804_4419DR.png,0,128040_4,3
5159,128040_128040_4_4.png,128040,4_12804_4419DR.png,0,128040_4,4
5160,128040_128040_4_5.png,128040,4_12804_4419DR.png,0,128040_4,5
5161,128040_128040_4_6.png,128040,4_12804_4419DR.png,0,128040_4,6
5162,128040_128040_4_7.png,128040,4_12804_4419DR.png,0,128040_4,7
5163,128040_128040_4_8.png,128040,4_12804_4419DR.png,0,128040_4,8
5164,128040_128040_4_9.png,128040,4_12804_4419DR.png,0,128040_4,9
5165,128040_128040_4_10.png,128040,4_12804_4419DR.png,0,128040_4,10
5166,128040_128040_4_11.png,128040,4_12804_4419DR.png,0,128040_4,11
5167,128040_128040_4_12.png,128040,4_12804_4419DR.png,0,128040_4,12
5168,128040_128040_4_13.png,128040,4_12804_4419DR.png,0,128040_4,13
5169,138851_138851_4_0.png,138851,4_13885_4797DV.png,1,138851_4,0
5170,138851_138851_4_1.png,138851,4_13885_4797DV.png,1,138851_4,1
5171,138851_138851_4_2.png,138851,4_13885_4797DV.png,1,138851_4,2
5172,138851_138851_4_3.png,138851,4_13885_4797DV.png,1,138851_4,3
5173,138851_138851_4_4.png,138851,4_13885_4797DV.png,1,138851_4,4
5174,138851_138851_4_5.png,138851,4_13885_4797DV.png,1,138851_4,5
5175,138851_138851_4_6.png,138851,4_13885_4797DV.png,1,138851_4,6
5176,138851_138851_4_7.png,138851,4_13885_4797DV.png,1,138851_4,7
5177,138851_138851_4_8.png,138851,4_13885_4797DV.png,1,138851_4,8
5178,138851_138851_4_9.png,138851,4_13885_4797DV.png,1,138851_4,9
5179,138851_138851_4_10.png,138851,4_13885_4797DV.png,1,138851_4,10
5180,138851_138851_4_11.png,138851,4_13885_4797DV.png,1,138851_4,11
5181,138851_138851_4_12.png,138851,4_13885_4797DV.png,1,138851_4,12
5182,138851_138851_4_13.png,138851,4_13885_4797DV.png,1,138851_4,13
5183,138851_138851_4_14.png,138851,4_13885_4797DV.png,1,138851_4,14
5184,138851_138851_4_15.png,138851,4_13885_4797DV.png,1,138851_4,15
5185,138851_138851_4_16.png,138851,4_13885_4797DV.png,1,138851_4,16
5186,138851_138851_4_17.png,138851,4_13885_4797DV.png,1,138851_4,17
5187,138851_138851_4_18.png,138851,4_13885_4797DV.png,1,138851_4,18
5188,138851_138851_4_19.png,138851,4_13885_4797DV.png,1,138851_4,19
5189,44440_44440_3_0.png,44440,3_4444_4963R.png,0,44440_3,0
5190,44440_44440_3_1.png,44440,3_4444_4963R.png,0,44440_3,1
5191,44440_44440_3_2.png,44440,3_4444_4963R.png,0,44440_3,2
5192,44440_44440_3_3.png,44440,3_4444_4963R.png,0,44440_3,3
5193,44440_44440_3_4.png,44440,3_4444_4963R.png,0,44440_3,4
5194,44440_44440_3_5.png,44440,3_4444_4963R.png,0,44440_3,5
5195,44440_44440_3_6.png,44440,3_4444_4963R.png,0,44440_3,6
5196,44440_44440_3_7.png,44440,3_4444_4963R.png,0,44440_3,7
5197,44440_44440_3_8.png,44440,3_4444_4963R.png,0,44440_3,8
5198,44440_44440_3_9.png,44440,3_4444_4963R.png,0,44440_3,9
5199,44440_44440_3_10.png,44440,3_4444_4963R.png,0,44440_3,10
5200,44440_44440_3_11.png,44440,3_4444_4963R.png,0,44440_3,11
5201,44440_44440_3_12.png,44440,3_4444_4963R.png,0,44440_3,12
5202,44440_44440_3_13.png,44440,3_4444_4963R.png,0,44440_3,13
5203,44440_44440_3_14.png,44440,3_4444_4963R.png,0,44440_3,14
5204,44440_44440_3_15.png,44440,3_4444_4963R.png,0,44440_3,15
5205,44440_44440_3_16.png,44440,3_4444_4963R.png,0,44440_3,16
5206,44440_44440_3_17.png,44440,3_4444_4963R.png,0,44440_3,17
5207,141140_141140_1_0.png,141140,1_14114_5121ER.png,0,141140_1,0
5208,141140_141140_1_1.png,141140,1_14114_5121ER.png,0,141140_1,1
5209,141140_141140_1_2.png,141140,1_14114_5121ER.png,0,141140_1,2
5210,141140_141140_1_3.png,141140,1_14114_5121ER.png,0,141140_1,3
5211,141140_141140_1_4.png,141140,1_14114_5121ER.png,0,141140_1,4
5212,141140_141140_1_5.png,141140,1_14114_5121ER.png,0,141140_1,5
5213,141140_141140_1_6.png,141140,1_14114_5121ER.png,0,141140_1,6
5214,178991_178991_1_0.png,178991,1_17899_6985V.png,1,178991_1,0
5215,178991_178991_1_1.png,178991,1_17899_6985V.png,1,178991_1,1
5216,178991_178991_1_2.png,178991,1_17899_6985V.png,1,178991_1,2
5217,178991_178991_1_3.png,178991,1_17899_6985V.png,1,178991_1,3
5218,178991_178991_1_4.png,178991,1_17899_6985V.png,1,178991_1,4
5219,178991_178991_1_5.png,178991,1_17899_6985V.png,1,178991_1,5
5220,178991_178991_1_6.png,178991,1_17899_6985V.png,1,178991_1,6
5221,178991_178991_1_7.png,178991,1_17899_6985V.png,1,178991_1,7
5222,178991_178991_1_8.png,178991,1_17899_6985V.png,1,178991_1,8
5223,178991_178991_1_9.png,178991,1_17899_6985V.png,1,178991_1,9
5224,178991_178991_1_10.png,178991,1_17899_6985V.png,1,178991_1,10
5225,178991_178991_1_11.png,178991,1_17899_6985V.png,1,178991_1,11
5226,178991_178991_1_12.png,178991,1_17899_6985V.png,1,178991_1,12
5227,178991_178991_1_13.png,178991,1_17899_6985V.png,1,178991_1,13
5228,178991_178991_1_14.png,178991,1_17899_6985V.png,1,178991_1,14
5229,178991_178991_1_15.png,178991,1_17899_6985V.png,1,178991_1,15
5230,178991_178991_1_16.png,178991,1_17899_6985V.png,1,178991_1,16
5231,178991_178991_1_17.png,178991,1_17899_6985V.png,1,178991_1,17
5232,178991_178991_1_18.png,178991,1_17899_6985V.png,1,178991_1,18
5233,178991_178991_1_19.png,178991,1_17899_6985V.png,1,178991_1,19
5234,128451_128451_0_0.png,128451,0_12845_4433SV.png,1,128451_0,0
5235,128451_128451_0_1.png,128451,0_12845_4433SV.png,1,128451_0,1
5236,128451_128451_0_2.png,128451,0_12845_4433SV.png,1,128451_0,2
5237,128451_128451_0_3.png,128451,0_12845_4433SV.png,1,128451_0,3
5238,128451_128451_0_4.png,128451,0_12845_4433SV.png,1,128451_0,4
5239,121951_121951_2_0.png,121951,2_12195_4279CV.png,1,121951_2,0
5240,121951_121951_2_1.png,121951,2_12195_4279CV.png,1,121951_2,1
5241,121951_121951_2_2.png,121951,2_12195_4279CV.png,1,121951_2,2
5242,121951_121951_2_3.png,121951,2_12195_4279CV.png,1,121951_2,3
5243,121951_121951_2_4.png,121951,2_12195_4279CV.png,1,121951_2,4
5244,121951_121951_2_5.png,121951,2_12195_4279CV.png,1,121951_2,5
5245,121951_121951_2_6.png,121951,2_12195_4279CV.png,1,121951_2,6
5246,121951_121951_2_7.png,121951,2_12195_4279CV.png,1,121951_2,7
5247,121951_121951_2_8.png,121951,2_12195_4279CV.png,1,121951_2,8
5248,121951_121951_2_9.png,121951,2_12195_4279CV.png,1,121951_2,9
5249,121951_121951_2_10.png,121951,2_12195_4279CV.png,1,121951_2,10
5250,121951_121951_2_11.png,121951,2_12195_4279CV.png,1,121951_2,11
5251,121951_121951_2_12.png,121951,2_12195_4279CV.png,1,121951_2,12
5252,121951_121951_2_13.png,121951,2_12195_4279CV.png,1,121951_2,13
5253,121951_121951_2_14.png,121951,2_12195_4279CV.png,1,121951_2,14
5254,121951_121951_2_15.png,121951,2_12195_4279CV.png,1,121951_2,15
5255,121951_121951_2_16.png,121951,2_12195_4279CV.png,1,121951_2,16
5256,121951_121951_2_17.png,121951,2_12195_4279CV.png,1,121951_2,17
5257,121951_121951_2_18.png,121951,2_12195_4279CV.png,1,121951_2,18
5258,121951_121951_2_19.png,121951,2_12195_4279CV.png,1,121951_2,19
5259,93801_93801_0_0.png,93801,0_9380_2617V.png,1,93801_0,0
5260,93801_93801_0_1.png,93801,0_9380_2617V.png,1,93801_0,1
5261,93801_93801_0_2.png,93801,0_9380_2617V.png,1,93801_0,2
5262,93801_93801_0_3.png,93801,0_9380_2617V.png,1,93801_0,3
5263,93801_93801_0_4.png,93801,0_9380_2617V.png,1,93801_0,4
5264,93801_93801_0_5.png,93801,0_9380_2617V.png,1,93801_0,5
5265,93801_93801_0_6.png,93801,0_9380_2617V.png,1,93801_0,6
5266,93801_93801_0_7.png,93801,0_9380_2617V.png,1,93801_0,7
5267,93801_93801_0_8.png,93801,0_9380_2617V.png,1,93801_0,8
5268,93801_93801_0_9.png,93801,0_9380_2617V.png,1,93801_0,9
5269,93801_93801_0_10.png,93801,0_9380_2617V.png,1,93801_0,10
5270,93801_93801_0_11.png,93801,0_9380_2617V.png,1,93801_0,11
5271,93801_93801_0_12.png,93801,0_9380_2617V.png,1,93801_0,12
5272,93801_93801_0_13.png,93801,0_9380_2617V.png,1,93801_0,13
5273,93801_93801_0_14.png,93801,0_9380_2617V.png,1,93801_0,14
5274,93801_93801_0_15.png,93801,0_9380_2617V.png,1,93801_0,15
5275,93801_93801_0_16.png,93801,0_9380_2617V.png,1,93801_0,16
5276,93801_93801_0_17.png,93801,0_9380_2617V.png,1,93801_0,17
5277,93801_93801_0_18.png,93801,0_9380_2617V.png,1,93801_0,18
5278,93801_93801_0_19.png,93801,0_9380_2617V.png,1,93801_0,19
5279,139601_139601_5_0.png,139601,5_13960_4873DV.png,1,139601_5,0
5280,139601_139601_5_1.png,139601,5_13960_4873DV.png,1,139601_5,1
5281,139601_139601_5_2.png,139601,5_13960_4873DV.png,1,139601_5,2
5282,139601_139601_5_3.png,139601,5_13960_4873DV.png,1,139601_5,3
5283,139601_139601_5_4.png,139601,5_13960_4873DV.png,1,139601_5,4
5284,109801_109801_0_0.png,109801,0_10980_4110AV.png,1,109801_0,0
5285,109801_109801_0_1.png,109801,0_10980_4110AV.png,1,109801_0,1
5286,109801_109801_0_2.png,109801,0_10980_4110AV.png,1,109801_0,2
5287,109801_109801_0_3.png,109801,0_10980_4110AV.png,1,109801_0,3
5288,109801_109801_0_4.png,109801,0_10980_4110AV.png,1,109801_0,4
5289,109801_109801_0_5.png,109801,0_10980_4110AV.png,1,109801_0,5
5290,109801_109801_0_6.png,109801,0_10980_4110AV.png,1,109801_0,6
5291,109801_109801_0_7.png,109801,0_10980_4110AV.png,1,109801_0,7
5292,109801_109801_0_8.png,109801,0_10980_4110AV.png,1,109801_0,8
5293,109801_109801_0_9.png,109801,0_10980_4110AV.png,1,109801_0,9
5294,109801_109801_0_10.png,109801,0_10980_4110AV.png,1,109801_0,10
5295,109801_109801_0_11.png,109801,0_10980_4110AV.png,1,109801_0,11
5296,109801_109801_0_12.png,109801,0_10980_4110AV.png,1,109801_0,12
5297,109801_109801_0_13.png,109801,0_10980_4110AV.png,1,109801_0,13
5298,109801_109801_0_14.png,109801,0_10980_4110AV.png,1,109801_0,14
5299,109801_109801_0_15.png,109801,0_10980_4110AV.png,1,109801_0,15
5300,109801_109801_0_16.png,109801,0_10980_4110AV.png,1,109801_0,16
5301,109801_109801_0_17.png,109801,0_10980_4110AV.png,1,109801_0,17
5302,109801_109801_0_18.png,109801,0_10980_4110AV.png,1,109801_0,18
5303,109801_109801_0_19.png,109801,0_10980_4110AV.png,1,109801_0,19
5304,117010_117010_6_0.png,117010,6_11701_4169ER.png,0,117010_6,0
5305,117010_117010_6_1.png,117010,6_11701_4169ER.png,0,117010_6,1
5306,102600_102600_1_0.png,102600,1_10260_3796R1.png,0,102600_1,0
5307,102600_102600_1_1.png,102600,1_10260_3796R1.png,0,102600_1,1
5308,102600_102600_1_2.png,102600,1_10260_3796R1.png,0,102600_1,2
5309,102600_102600_1_3.png,102600,1_10260_3796R1.png,0,102600_1,3
5310,102600_102600_1_4.png,102600,1_10260_3796R1.png,0,102600_1,4
5311,102600_102600_1_5.png,102600,1_10260_3796R1.png,0,102600_1,5
5312,102600_102600_1_6.png,102600,1_10260_3796R1.png,0,102600_1,6
5313,102600_102600_1_7.png,102600,1_10260_3796R1.png,0,102600_1,7
5314,102600_102600_1_8.png,102600,1_10260_3796R1.png,0,102600_1,8
5315,102600_102600_1_9.png,102600,1_10260_3796R1.png,0,102600_1,9
5316,102600_102600_1_10.png,102600,1_10260_3796R1.png,0,102600_1,10
5317,102600_102600_1_11.png,102600,1_10260_3796R1.png,0,102600_1,11
5318,102600_102600_1_12.png,102600,1_10260_3796R1.png,0,102600_1,12
5319,102600_102600_1_13.png,102600,1_10260_3796R1.png,0,102600_1,13
5320,102600_102600_1_14.png,102600,1_10260_3796R1.png,0,102600_1,14
5321,102600_102600_1_15.png,102600,1_10260_3796R1.png,0,102600_1,15
5322,102600_102600_1_16.png,102600,1_10260_3796R1.png,0,102600_1,16
5323,102600_102600_1_17.png,102600,1_10260_3796R1.png,0,102600_1,17
5324,102600_102600_1_18.png,102600,1_10260_3796R1.png,0,102600_1,18
5325,167931_167931_1_0.png,167931,1_16793_5855FV.png,1,167931_1,0
5326,167931_167931_1_1.png,167931,1_16793_5855FV.png,1,167931_1,1
5327,167931_167931_1_2.png,167931,1_16793_5855FV.png,1,167931_1,2
5328,167931_167931_1_3.png,167931,1_16793_5855FV.png,1,167931_1,3
5329,167931_167931_1_4.png,167931,1_16793_5855FV.png,1,167931_1,4
5330,167931_167931_1_5.png,167931,1_16793_5855FV.png,1,167931_1,5
5331,167931_167931_1_6.png,167931,1_16793_5855FV.png,1,167931_1,6
5332,167931_167931_1_7.png,167931,1_16793_5855FV.png,1,167931_1,7
5333,167931_167931_1_8.png,167931,1_16793_5855FV.png,1,167931_1,8
5334,167931_167931_1_9.png,167931,1_16793_5855FV.png,1,167931_1,9
5335,167931_167931_1_10.png,167931,1_16793_5855FV.png,1,167931_1,10
5336,167931_167931_1_11.png,167931,1_16793_5855FV.png,1,167931_1,11
5337,167931_167931_1_12.png,167931,1_16793_5855FV.png,1,167931_1,12
5338,167931_167931_1_13.png,167931,1_16793_5855FV.png,1,167931_1,13
5339,167931_167931_1_14.png,167931,1_16793_5855FV.png,1,167931_1,14
5340,138960_138960_2_0.png,138960,2_13896_4801AR.png,0,138960_2,0
5341,138960_138960_2_1.png,138960,2_13896_4801AR.png,0,138960_2,1
5342,138960_138960_2_2.png,138960,2_13896_4801AR.png,0,138960_2,2
5343,138960_138960_2_3.png,138960,2_13896_4801AR.png,0,138960_2,3
5344,138960_138960_2_4.png,138960,2_13896_4801AR.png,0,138960_2,4
5345,138960_138960_2_5.png,138960,2_13896_4801AR.png,0,138960_2,5
5346,138960_138960_2_6.png,138960,2_13896_4801AR.png,0,138960_2,6
5347,138960_138960_2_7.png,138960,2_13896_4801AR.png,0,138960_2,7
5348,138960_138960_2_8.png,138960,2_13896_4801AR.png,0,138960_2,8
5349,138960_138960_2_9.png,138960,2_13896_4801AR.png,0,138960_2,9
5350,138960_138960_2_10.png,138960,2_13896_4801AR.png,0,138960_2,10
5351,138960_138960_2_11.png,138960,2_13896_4801AR.png,0,138960_2,11
5352,138960_138960_2_12.png,138960,2_13896_4801AR.png,0,138960_2,12
5353,128061_128061_1_0.png,128061,1_12806_4419DV.png,1,128061_1,0
5354,128061_128061_1_1.png,128061,1_12806_4419DV.png,1,128061_1,1
5355,128061_128061_1_2.png,128061,1_12806_4419DV.png,1,128061_1,2
5356,128061_128061_1_3.png,128061,1_12806_4419DV.png,1,128061_1,3
5357,128061_128061_1_4.png,128061,1_12806_4419DV.png,1,128061_1,4
5358,128061_128061_1_5.png,128061,1_12806_4419DV.png,1,128061_1,5
5359,128061_128061_1_6.png,128061,1_12806_4419DV.png,1,128061_1,6
5360,128061_128061_1_7.png,128061,1_12806_4419DV.png,1,128061_1,7
5361,128061_128061_1_8.png,128061,1_12806_4419DV.png,1,128061_1,8
5362,128061_128061_1_9.png,128061,1_12806_4419DV.png,1,128061_1,9
5363,128061_128061_1_10.png,128061,1_12806_4419DV.png,1,128061_1,10
5364,128061_128061_1_11.png,128061,1_12806_4419DV.png,1,128061_1,11
5365,128061_128061_1_12.png,128061,1_12806_4419DV.png,1,128061_1,12
5366,128061_128061_1_13.png,128061,1_12806_4419DV.png,1,128061_1,13
5367,128061_128061_1_14.png,128061,1_12806_4419DV.png,1,128061_1,14
5368,128061_128061_1_15.png,128061,1_12806_4419DV.png,1,128061_1,15
5369,185321_185321_0_0.png,185321,0_18532_7205V.png,1,185321_0,0
5370,185321_185321_0_1.png,185321,0_18532_7205V.png,1,185321_0,1
5371,185321_185321_0_2.png,185321,0_18532_7205V.png,1,185321_0,2
5372,185321_185321_0_3.png,185321,0_18532_7205V.png,1,185321_0,3
5373,185321_185321_0_4.png,185321,0_18532_7205V.png,1,185321_0,4
5374,185321_185321_0_5.png,185321,0_18532_7205V.png,1,185321_0,5
5375,185321_185321_0_6.png,185321,0_18532_7205V.png,1,185321_0,6
5376,185321_185321_0_7.png,185321,0_18532_7205V.png,1,185321_0,7
5377,185321_185321_0_8.png,185321,0_18532_7205V.png,1,185321_0,8
5378,140160_140160_12_0.png,140160,12_14016_4914BR.png,0,140160_12,0
5379,140160_140160_12_1.png,140160,12_14016_4914BR.png,0,140160_12,1
5380,140160_140160_12_2.png,140160,12_14016_4914BR.png,0,140160_12,2
5381,140160_140160_12_3.png,140160,12_14016_4914BR.png,0,140160_12,3
5382,140160_140160_12_4.png,140160,12_14016_4914BR.png,0,140160_12,4
5383,140160_140160_12_5.png,140160,12_14016_4914BR.png,0,140160_12,5
5384,149480_149480_2_0.png,149480,2_14948_6575R.png,0,149480_2,0
5385,149480_149480_2_1.png,149480,2_14948_6575R.png,0,149480_2,1
5386,149480_149480_2_2.png,149480,2_14948_6575R.png,0,149480_2,2
5387,149480_149480_2_3.png,149480,2_14948_6575R.png,0,149480_2,3
5388,149480_149480_2_4.png,149480,2_14948_6575R.png,0,149480_2,4
5389,149480_149480_2_5.png,149480,2_14948_6575R.png,0,149480_2,5
5390,149480_149480_2_6.png,149480,2_14948_6575R.png,0,149480_2,6
5391,149480_149480_2_7.png,149480,2_14948_6575R.png,0,149480_2,7
5392,149480_149480_2_8.png,149480,2_14948_6575R.png,0,149480_2,8
5393,149480_149480_2_9.png,149480,2_14948_6575R.png,0,149480_2,9
5394,149480_149480_2_10.png,149480,2_14948_6575R.png,0,149480_2,10
5395,149480_149480_2_11.png,149480,2_14948_6575R.png,0,149480_2,11
5396,149480_149480_2_12.png,149480,2_14948_6575R.png,0,149480_2,12
5397,149480_149480_2_13.png,149480,2_14948_6575R.png,0,149480_2,13
5398,149480_149480_2_14.png,149480,2_14948_6575R.png,0,149480_2,14
5399,149480_149480_2_15.png,149480,2_14948_6575R.png,0,149480_2,15
5400,149480_149480_2_16.png,149480,2_14948_6575R.png,0,149480_2,16
5401,149480_149480_2_17.png,149480,2_14948_6575R.png,0,149480_2,17
5402,149480_149480_2_18.png,149480,2_14948_6575R.png,0,149480_2,18
5403,149480_149480_2_19.png,149480,2_14948_6575R.png,0,149480_2,19
5404,133780_133780_0_0.png,133780,0_13378_4491CR.png,0,133780_0,0
5405,133780_133780_0_1.png,133780,0_13378_4491CR.png,0,133780_0,1
5406,133780_133780_0_2.png,133780,0_13378_4491CR.png,0,133780_0,2
5407,133780_133780_0_3.png,133780,0_13378_4491CR.png,0,133780_0,3
5408,133780_133780_0_4.png,133780,0_13378_4491CR.png,0,133780_0,4
5409,133780_133780_0_5.png,133780,0_13378_4491CR.png,0,133780_0,5
5410,133780_133780_0_6.png,133780,0_13378_4491CR.png,0,133780_0,6
5411,133780_133780_0_7.png,133780,0_13378_4491CR.png,0,133780_0,7
5412,133780_133780_0_8.png,133780,0_13378_4491CR.png,0,133780_0,8
5413,133780_133780_0_9.png,133780,0_13378_4491CR.png,0,133780_0,9
5414,133780_133780_0_10.png,133780,0_13378_4491CR.png,0,133780_0,10
5415,133780_133780_0_11.png,133780,0_13378_4491CR.png,0,133780_0,11
5416,133780_133780_0_12.png,133780,0_13378_4491CR.png,0,133780_0,12
5417,133780_133780_0_13.png,133780,0_13378_4491CR.png,0,133780_0,13
5418,133780_133780_0_14.png,133780,0_13378_4491CR.png,0,133780_0,14
5419,133780_133780_0_15.png,133780,0_13378_4491CR.png,0,133780_0,15
5420,133780_133780_0_16.png,133780,0_13378_4491CR.png,0,133780_0,16
5421,133780_133780_0_17.png,133780,0_13378_4491CR.png,0,133780_0,17
5422,133780_133780_0_18.png,133780,0_13378_4491CR.png,0,133780_0,18
5423,133780_133780_0_19.png,133780,0_13378_4491CR.png,0,133780_0,19
5424,107751_107751_0_0.png,107751,0_10775_4098KV.png,1,107751_0,0
5425,107751_107751_0_1.png,107751,0_10775_4098KV.png,1,107751_0,1
5426,107751_107751_0_2.png,107751,0_10775_4098KV.png,1,107751_0,2
5427,107751_107751_0_3.png,107751,0_10775_4098KV.png,1,107751_0,3
5428,107751_107751_0_4.png,107751,0_10775_4098KV.png,1,107751_0,4
5429,107751_107751_0_5.png,107751,0_10775_4098KV.png,1,107751_0,5
5430,107751_107751_0_6.png,107751,0_10775_4098KV.png,1,107751_0,6
5431,107751_107751_0_7.png,107751,0_10775_4098KV.png,1,107751_0,7
5432,107751_107751_0_8.png,107751,0_10775_4098KV.png,1,107751_0,8
5433,107751_107751_0_9.png,107751,0_10775_4098KV.png,1,107751_0,9
5434,107751_107751_0_10.png,107751,0_10775_4098KV.png,1,107751_0,10
5435,107751_107751_0_11.png,107751,0_10775_4098KV.png,1,107751_0,11
5436,107751_107751_0_12.png,107751,0_10775_4098KV.png,1,107751_0,12
5437,107751_107751_0_13.png,107751,0_10775_4098KV.png,1,107751_0,13
5438,107751_107751_0_14.png,107751,0_10775_4098KV.png,1,107751_0,14
5439,107751_107751_0_15.png,107751,0_10775_4098KV.png,1,107751_0,15
5440,107751_107751_0_16.png,107751,0_10775_4098KV.png,1,107751_0,16
5441,107751_107751_0_17.png,107751,0_10775_4098KV.png,1,107751_0,17
5442,107751_107751_0_18.png,107751,0_10775_4098KV.png,1,107751_0,18
5443,107751_107751_0_19.png,107751,0_10775_4098KV.png,1,107751_0,19
5444,124041_124041_0_0.png,124041,0_12404_3936CV.png,1,124041_0,0
5445,124041_124041_0_1.png,124041,0_12404_3936CV.png,1,124041_0,1
5446,124041_124041_0_2.png,124041,0_12404_3936CV.png,1,124041_0,2
5447,124041_124041_0_3.png,124041,0_12404_3936CV.png,1,124041_0,3
5448,124041_124041_0_4.png,124041,0_12404_3936CV.png,1,124041_0,4
5449,124041_124041_0_5.png,124041,0_12404_3936CV.png,1,124041_0,5
5450,124041_124041_0_6.png,124041,0_12404_3936CV.png,1,124041_0,6
5451,124041_124041_0_7.png,124041,0_12404_3936CV.png,1,124041_0,7
5452,124041_124041_0_8.png,124041,0_12404_3936CV.png,1,124041_0,8
5453,124041_124041_0_9.png,124041,0_12404_3936CV.png,1,124041_0,9
5454,124041_124041_0_10.png,124041,0_12404_3936CV.png,1,124041_0,10
5455,124041_124041_0_11.png,124041,0_12404_3936CV.png,1,124041_0,11
5456,124041_124041_0_12.png,124041,0_12404_3936CV.png,1,124041_0,12
5457,124041_124041_0_13.png,124041,0_12404_3936CV.png,1,124041_0,13
5458,124041_124041_0_14.png,124041,0_12404_3936CV.png,1,124041_0,14
5459,124041_124041_0_15.png,124041,0_12404_3936CV.png,1,124041_0,15
5460,124041_124041_0_16.png,124041,0_12404_3936CV.png,1,124041_0,16
5461,124041_124041_0_17.png,124041,0_12404_3936CV.png,1,124041_0,17
5462,124041_124041_0_18.png,124041,0_12404_3936CV.png,1,124041_0,18
5463,124041_124041_0_19.png,124041,0_12404_3936CV.png,1,124041_0,19
5464,139171_139171_4_0.png,139171,4_13917_4807EV.png,1,139171_4,0
5465,139171_139171_4_1.png,139171,4_13917_4807EV.png,1,139171_4,1
5466,139171_139171_4_2.png,139171,4_13917_4807EV.png,1,139171_4,2
5467,139171_139171_4_3.png,139171,4_13917_4807EV.png,1,139171_4,3
5468,139171_139171_4_4.png,139171,4_13917_4807EV.png,1,139171_4,4
5469,139171_139171_4_5.png,139171,4_13917_4807EV.png,1,139171_4,5
5470,139171_139171_4_6.png,139171,4_13917_4807EV.png,1,139171_4,6
5471,139171_139171_4_7.png,139171,4_13917_4807EV.png,1,139171_4,7
5472,139171_139171_4_8.png,139171,4_13917_4807EV.png,1,139171_4,8
5473,139171_139171_4_9.png,139171,4_13917_4807EV.png,1,139171_4,9
5474,139171_139171_4_10.png,139171,4_13917_4807EV.png,1,139171_4,10
5475,141381_141381_0_0.png,141381,0_14138_5188GV.png,1,141381_0,0
5476,141381_141381_0_1.png,141381,0_14138_5188GV.png,1,141381_0,1
5477,141381_141381_0_2.png,141381,0_14138_5188GV.png,1,141381_0,2
5478,141381_141381_0_3.png,141381,0_14138_5188GV.png,1,141381_0,3
5479,141381_141381_0_4.png,141381,0_14138_5188GV.png,1,141381_0,4
