,Unnamed: 0,image,label,original_image,train,test,val,fragment,patchpixelcm,patch
16490,42265,0_10_13912_4803FV.jpg,13912,10_13912_4803FV.png,False,True,False,10,,0
16495,42270,0_7_14085_5031BR.jpg,14085,7_14085_5031BR.png,False,True,False,7,,0
16500,42280,0_1_15089_6391HR.jpg,15089,1_15089_6391HR.png,False,True,False,1,,0
16505,42285,0_0_13912_4803FR.jpg,13912,0_13912_4803FR.png,False,True,False,0,,0
16510,42290,0_1_12186_4276AV.jpg,12186,1_12186_4276AV.png,False,True,False,1,,0
16515,42345,0_1_11888_4208FR.jpg,11888,1_11888_4208FR.png,False,True,False,1,,0
16520,42350,0_0_18518_6819AV.jpg,18518,0_18518_6819AV.png,False,True,False,0,,0
16525,42365,0_0_11602_4160DV.jpg,11602,0_11602_4160DV.png,False,True,False,0,,0
16530,42380,0_0_17858_6941V.jpg,17858,0_17858_6941V.png,False,True,False,0,,0
16535,42385,0_0_10064_3570B2R.jpg,10064,0_10064_3570B2R.png,False,True,False,0,,0
16540,42390,0_3_12840_4419DR.jpg,12840,3_12840_4419DR.png,False,True,False,3,,0
16545,42430,0_0_18531_7205R.jpg,18531,0_18531_7205R.png,False,True,False,0,,0
16550,42435,0_0_12698_4418LR.jpg,12698,0_12698_4418LR.png,False,True,False,0,,0
16555,42440,0_1_14084_5028BR.jpg,14084,1_14084_5028BR.png,False,True,False,1,,0
16560,42475,0_4_13883_4797BV.jpg,13883,4_13883_4797BV.png,False,True,False,4,,0
16565,42480,0_0_15216_6412DV.jpg,15216,0_15216_6412DV.png,False,True,False,0,,0
16570,42490,0_2_1442_1454V.jpg,1442,2_1442_1454V.png,False,True,False,2,,0
16575,42505,0_1_12955_4442ER.jpg,12955,1_12955_4442ER.png,False,True,False,1,,0
16580,42510,0_0_14727_6613V.jpg,14727,0_14727_6613V.png,False,True,False,0,,0
16585,42520,0_0_10262_3796V2.jpg,10262,0_10262_3796V2.png,False,True,False,0,,0
16590,42525,0_0_13012_4448DR.jpg,13012,0_13012_4448DR.png,False,True,False,0,,0
16595,42530,0_5_13912_4803FR.jpg,13912,5_13912_4803FR.png,False,True,False,5,,0
16600,42535,0_2_14085_5031BR.jpg,14085,2_14085_5031BR.png,False,True,False,2,,0
16605,42550,0_0_11226_4126UR.jpg,11226,0_11226_4126UR.png,False,True,False,0,,0
16610,42555,0_0_13883_4797BR.jpg,13883,0_13883_4797BR.png,False,True,False,0,,0
16615,42560,0_4_15216_6412DR.jpg,15216,4_15216_6412DR.png,False,True,False,4,,0
16620,42580,0_0_14079_4984AV.jpg,14079,0_14079_4984AV.png,False,True,False,0,,0
16625,42585,0_0_18565_7226R.jpg,18565,0_18565_7226R.png,False,True,False,0,,0
16630,42590,0_3_12724_4420DR.jpg,12724,3_12724_4420DR.png,False,True,False,3,,0
16635,42605,0_0_13966_4874BV.jpg,13966,0_13966_4874BV.png,False,True,False,0,,0
16640,42615,0_0_12186_4276AR.jpg,12186,0_12186_4276AR.png,False,True,False,0,,0
16645,42620,0_1_13912_4803FV.jpg,13912,1_13912_4803FV.png,False,True,False,1,,0
16650,42625,0_11_13912_4803FR.jpg,13912,11_13912_4803FR.png,False,True,False,11,,0
16655,42645,0_0_10966_4108OR.jpg,10966,0_10966_4108OR.png,False,True,False,0,,0
16660,42655,0_0_11795_4190R.jpg,11795,0_11795_4190R.png,False,True,False,0,,0
16665,42660,0_0_10842_4103LR.jpg,10842,0_10842_4103LR.png,False,True,False,0,,0
16670,42680,0_0_10262_3796V3.jpg,10262,0_10262_3796V3.png,False,True,False,0,,0
16675,42685,0_2_14494_5694HR.jpg,14494,2_14494_5694HR.png,False,True,False,2,,0
16680,42705,0_0_18355_7126R.jpg,18355,0_18355_7126R.png,False,True,False,0,,0
16685,42710,0_1_5164_5578_7R.jpg,5164,1_5164_5578_7R.png,False,True,False,1,,0
16690,42720,0_0_12463_3945BV.jpg,12463,0_12463_3945BV.png,False,True,False,0,,0
16695,42730,0_0_14084_5028BV.jpg,14084,0_14084_5028BV.png,False,True,False,0,,0
16700,42750,0_1_17371_6756AR.jpg,17371,1_17371_6756AR.png,False,True,False,1,,0
16705,42760,0_0_13034_4450BR.jpg,13034,0_13034_4450BR.png,False,True,False,0,,0
16710,42785,0_0_11183_4124PV.jpg,11183,0_11183_4124PV.png,False,True,False,0,,0
16715,42795,0_0_18535_7207R.jpg,18535,0_18535_7207R.png,False,True,False,0,,0
16720,42800,0_0_10262_3796V1.jpg,10262,0_10262_3796V1.png,False,True,False,0,,0
16725,42805,0_0_10602_4051V.jpg,10602,0_10602_4051V.png,False,True,False,0,,0
16730,42820,0_3_13979_4877DR.jpg,13979,3_13979_4877DR.png,False,True,False,3,,0
16735,42850,0_2_4309_3544V.jpg,4309,2_4309_3544V.png,False,True,False,2,,0
16740,42865,0_9_14085_5031BR.jpg,14085,9_14085_5031BR.png,False,True,False,9,,0
16745,42870,0_0_11152_4123NR.jpg,11152,0_11152_4123NR.png,False,True,False,0,,0
16750,42885,0_6_13873_4761DV.jpg,13873,6_13873_4761DV.png,False,True,False,6,,0
16755,42895,0_0_14740_6607BR.jpg,14740,0_14740_6607BR.png,False,True,False,0,,0
16760,42905,0_0_13918_4807FV.jpg,13918,0_13918_4807FV.png,False,True,False,0,,0
16765,42920,0_1_18531_7205R.jpg,18531,1_18531_7205R.png,False,True,False,1,,0
16770,42925,0_3_10064_3570B2R.jpg,10064,3_10064_3570B2R.png,False,True,False,3,,0
16775,42955,0_2_13873_4761DR.jpg,13873,2_13873_4761DR.png,False,True,False,2,,0
16780,42965,0_3_13958_4873BR.jpg,13958,3_13958_4873BR.png,False,True,False,3,,0
16785,42975,0_4_13918_4807FR.jpg,13918,4_13918_4807FR.png,False,True,False,4,,0
16790,43000,0_2_13919_4807GV.jpg,13919,2_13919_4807GV.png,False,True,False,2,,0
16795,43005,0_1_17858_6941V.jpg,17858,1_17858_6941V.png,False,True,False,1,,0
16800,43015,0_2_13919_4807GR.jpg,13919,2_13919_4807GR.png,False,True,False,2,,0
16805,43020,0_1_17858_6941R.jpg,17858,1_17858_6941R.png,False,True,False,1,,0
16810,43030,0_0_10253_3784IV.jpg,10253,0_10253_3784IV.png,False,True,False,0,,0
16815,43035,0_2_13682_4524HR.jpg,13682,2_13682_4524HR.png,False,True,False,2,,0
16820,43060,0_1_12829_4433KR.jpg,12829,1_12829_4433KR.png,False,True,False,1,,0
16825,43065,0_3_13958_4873BV.jpg,13958,3_13958_4873BV.png,False,True,False,3,,0
16830,43075,0_2_13873_4761DV.jpg,13873,2_13873_4761DV.png,False,True,False,2,,0
16835,43085,0_4_14740_6607BR.jpg,14740,4_14740_6607BR.png,False,True,False,4,,0
16840,43100,0_4_13918_4807FV.jpg,13918,4_13918_4807FV.png,False,True,False,4,,0
16845,43135,0_2_11462_4148AR.jpg,11462,2_11462_4148AR.png,False,True,False,2,,0
16850,43150,0_1_18531_7205V.jpg,18531,1_18531_7205V.png,False,True,False,1,,0
16855,43170,0_6_13873_4761DR.jpg,13873,6_13873_4761DR.png,False,True,False,6,,0
16860,43180,0_0_13918_4807FR.jpg,13918,0_13918_4807FR.png,False,True,False,0,,0
16865,43185,0_0_12537_4404ZV.jpg,12537,0_12537_4404ZV.png,False,True,False,0,,0
16870,43205,0_2_4309_3544R.jpg,4309,2_4309_3544R.png,False,True,False,2,,0
16875,43215,0_0_13070_4456BR.jpg,13070,0_13070_4456BR.png,False,True,False,0,,0
16880,43220,0_4_11183_4124PV.jpg,11183,4_11183_4124PV.png,False,True,False,4,,0
16885,43225,0_1_12550_4405CR.jpg,12550,1_12550_4405CR.png,False,True,False,1,,0
16890,43250,0_3_13979_4877DV.jpg,13979,3_13979_4877DV.png,False,True,False,3,,0
16895,43280,0_0_10602_4051R.jpg,10602,0_10602_4051R.png,False,True,False,0,,0
16900,43285,0_0_18535_7207V.jpg,18535,0_18535_7207V.png,False,True,False,0,,0
16905,43300,0_0_13034_4450BV.jpg,13034,0_13034_4450BV.png,False,True,False,0,,0
16910,43315,0_0_14084_5028BR.jpg,14084,0_14084_5028BR.png,False,True,False,0,,0
16915,43320,0_0_12463_3945BR.jpg,12463,0_12463_3945BR.png,False,True,False,0,,0
16920,43335,0_0_18355_7126V.jpg,18355,0_18355_7126V.png,False,True,False,0,,0
16925,43360,0_2_12840_4419DR.jpg,12840,2_12840_4419DR.png,False,True,False,2,,0
16930,43365,0_0_10842_4103LV.jpg,10842,0_10842_4103LV.png,False,True,False,0,,0
16935,43370,0_0_11795_4190V.jpg,11795,0_11795_4190V.png,False,True,False,0,,0
16940,43375,0_0_12121_4262R.jpg,12121,0_12121_4262R.png,False,True,False,0,,0
16945,43390,0_0_10966_4108OV.jpg,10966,0_10966_4108OV.png,False,True,False,0,,0
16950,43430,0_0_11888_4208FR.jpg,11888,0_11888_4208FR.png,False,True,False,0,,0
16955,43450,0_1_13912_4803FR.jpg,13912,1_13912_4803FR.png,False,True,False,1,,0
16960,43455,0_0_12186_4276AV.jpg,12186,0_12186_4276AV.png,False,True,False,0,,0
16965,43465,0_6_14085_5031BR.jpg,14085,6_14085_5031BR.png,False,True,False,6,,0
16970,43470,0_0_15089_6391HR.jpg,15089,0_15089_6391HR.png,False,True,False,0,,0
16975,43505,0_0_14079_4984AR.jpg,14079,0_14079_4984AR.png,False,True,False,0,,0
16980,43515,0_2_10064_3570B2R.jpg,10064,2_10064_3570B2R.png,False,True,False,2,,0
16985,43525,0_3_12724_4420DV.jpg,12724,3_12724_4420DV.png,False,True,False,3,,0
16990,43530,0_0_18565_7226V.jpg,18565,0_18565_7226V.png,False,True,False,0,,0
16995,43535,0_0_13883_4797BV.jpg,13883,0_13883_4797BV.png,False,True,False,0,,0
17000,43540,0_0_11226_4126UV.jpg,11226,0_11226_4126UV.png,False,True,False,0,,0
17005,43545,0_4_15216_6412DV.jpg,15216,4_15216_6412DV.png,False,True,False,4,,0
17010,43550,0_5_13912_4803FV.jpg,13912,5_13912_4803FV.png,False,True,False,5,,0
17015,43560,0_0_14727_6613R.jpg,14727,0_14727_6613R.png,False,True,False,0,,0
17020,43565,0_0_13012_4448DV.jpg,13012,0_13012_4448DV.png,False,True,False,0,,0
17025,43570,0_2_1442_1454R.jpg,1442,2_1442_1454R.png,False,True,False,2,,0
17030,43590,0_4_13883_4797BR.jpg,13883,4_13883_4797BR.png,False,True,False,4,,0
17035,43610,0_0_15216_6412DR.jpg,15216,0_15216_6412DR.png,False,True,False,0,,0
17040,43620,0_0_12943_4440FR.jpg,12943,0_12943_4440FR.png,False,False,True,0,,0
17045,43625,0_0_15171_6402AV.jpg,15171,0_15171_6402AV.png,False,False,True,0,,0
17050,43630,0_9_14062_4944AR.jpg,14062,9_14062_4944AR.png,False,False,True,9,,0
17055,43635,0_0_17572_6773AR.jpg,17572,0_17572_6773AR.png,False,False,True,0,,0
17060,43640,0_0_15029_6383DR.jpg,15029,0_15029_6383DR.png,False,False,True,0,,0
17065,43645,0_0_4191_5609V.jpg,4191,0_4191_5609V.png,False,False,True,0,,0
17070,43650,0_0_8829_2094V.jpg,8829,0_8829_2094V.png,False,False,True,0,,0
17075,43655,0_0_18517_373V.jpg,18517,0_18517_373V.png,False,False,True,0,,0
17080,43660,0_0_4396_3568DV.jpg,4396,0_4396_3568DV.png,False,False,True,0,,0
17085,43665,0_1_9788_3343R.jpg,9788,1_9788_3343R.png,False,False,True,1,,0
17090,43670,0_1_8643_2181RB.jpg,8643,1_8643_2181RB.png,False,False,True,1,,0
17095,43675,0_0_11381_4140HR.jpg,11381,0_11381_4140HR.png,False,False,True,0,,0
17100,43680,0_1_16611_3520_P20_63.jpg,16611,1_16611_3520_P20_63.png,False,False,True,1,,0
17105,43685,0_1_11182_4124PR.jpg,11182,1_11182_4124PR.png,False,False,True,1,,0
17110,43690,0_0_12959_4443BR.jpg,12959,0_12959_4443BR.png,False,False,True,0,,0
17115,43695,0_1_12845_4433SV.jpg,12845,1_12845_4433SV.png,False,False,True,1,,0
17120,43700,0_0_12382_3932BR.jpg,12382,0_12382_3932BR.png,False,False,True,0,,0
17125,43705,0_3_12805_4419DR.jpg,12805,3_12805_4419DR.png,False,False,True,3,,0
17130,43710,0_0_18444_7186R.jpg,18444,0_18444_7186R.png,False,False,True,0,,0
17135,43715,0_0_15489_3585SV.jpg,15489,0_15489_3585SV.png,False,False,True,0,,0
17140,43720,0_0_10988_4110GR.jpg,10988,0_10988_4110GR.png,False,False,True,0,,0
17145,43725,0_0_9788_3343V.jpg,9788,0_9788_3343V.png,False,False,True,0,,0
17150,43730,0_0_16627_3520_P4.jpg,16627,0_16627_3520_P4.png,False,False,True,0,,0
17155,43735,0_0_13797_4715CV.jpg,13797,0_13797_4715CV.png,False,False,True,0,,0
17160,43740,0_1_13865_4761A1R.jpg,13865,1_13865_4761A1R.png,False,False,True,1,,0
17165,43745,0_0_17633_6791CR.jpg,17633,0_17633_6791CR.png,False,False,True,0,,0
17170,43750,0_4_13982_4880V.jpg,13982,4_13982_4880V.png,False,False,True,4,,0
17175,43755,0_0_8618_2162R.jpg,8618,0_8618_2162R.png,False,False,True,0,,0
17180,43760,0_1_9564_2850AV.jpg,9564,1_9564_2850AV.png,False,False,True,1,,0
17185,43765,0_0_13264_4468PR.jpg,13264,0_13264_4468PR.png,False,False,True,0,,0
17190,43770,0_3_15246_6415VR.jpg,15246,3_15246_6415VR.png,False,False,True,3,,0
17195,43775,0_0_13606_4514GR.jpg,13606,0_13606_4514GR.png,False,False,True,0,,0
17200,43780,0_0_9741_3274AR.jpg,9741,0_9741_3274AR.png,False,False,True,0,,0
17205,43785,0_0_11696_4169AV.jpg,11696,0_11696_4169AV.png,False,False,True,0,,0
17210,43790,0_0_13976_4877BR.jpg,13976,0_13976_4877BR.png,False,False,True,0,,0
17215,43795,0_7_14742_6606R.jpg,14742,7_14742_6606R.png,False,False,True,7,,0
17220,43800,0_1_13924_4816BV.jpg,13924,1_13924_4816BV.png,False,False,True,1,,0
17225,43805,0_0_8914_3554BR.jpg,8914,0_8914_3554BR.png,False,False,True,0,,0
17230,43810,0_0_10267_3802V.jpg,10267,0_10267_3802V.png,False,False,True,0,,0
17235,43815,0_0_16829_5869LR.jpg,16829,0_16829_5869LR.png,False,False,True,0,,0
17240,43820,0_0_14742_6606V.jpg,14742,0_14742_6606V.png,False,False,True,0,,0
17245,43825,0_0_17374_6756DR.jpg,17374,0_17374_6756DR.png,False,False,True,0,,0
17250,43830,0_3_16874_5869Z28R.jpg,16874,3_16874_5869Z28R.png,False,False,True,3,,0
17255,43835,0_0_17953_6741V.jpg,17953,0_17953_6741V.png,False,False,True,0,,0
17260,43840,0_0_6037_1253_54V.jpg,6037,0_6037_1253_54V.png,False,False,True,0,,0
17265,43845,0_0_17702_6808ZV.jpg,17702,0_17702_6808ZV.png,False,False,True,0,,0
17270,43850,0_0_15497_3585Z2V.jpg,15497,0_15497_3585Z2V.png,False,False,True,0,,0
17275,43855,0_0_4196_6679AV.jpg,4196,0_4196_6679AV.png,False,False,True,0,,0
17280,43860,0_1_8422_401DR.jpg,8422,1_8422_401DR.png,False,False,True,1,,0
17285,43865,0_0_10331_3851AV.jpg,10331,0_10331_3851AV.png,False,False,True,0,,0
17290,43870,0_1_14640_6219CV.jpg,14640,1_14640_6219CV.png,False,False,True,1,,0
17295,43875,0_0_2249_4650BR.jpg,2249,0_2249_4650BR.png,False,False,True,0,,0
17300,43880,0_0_18363_7131V.jpg,18363,0_18363_7131V.png,False,False,True,0,,0
17305,43885,0_5_13924_4816BR.jpg,13924,5_13924_4816BR.png,False,False,True,5,,0
17310,43890,0_0_13235_4467HR.jpg,13235,0_13235_4467HR.png,False,False,True,0,,0
17315,43895,0_0_9426_2654R.jpg,9426,0_9426_2654R.png,False,False,True,0,,0
17320,43900,0_0_8607_2155R.jpg,8607,0_8607_2155R.png,False,False,True,0,,0
17325,43905,0_0_11823_4198IR.jpg,11823,0_11823_4198IR.png,False,False,True,0,,0
17330,43910,0_8_14742_6606R.jpg,14742,8_14742_6606R.png,False,False,True,8,,0
17335,43915,0_6_14062_4944AV.jpg,14062,6_14062_4944AV.png,False,False,True,6,,0
17340,43920,0_0_11374_4140CR.jpg,11374,0_11374_4140CR.png,False,False,True,0,,0
17345,43925,0_0_15603_3599A1R.jpg,15603,0_15603_3599A1R.png,False,False,True,0,,0
17350,43930,0_0_12481_4385DV.jpg,12481,0_12481_4385DV.png,False,False,True,0,,0
17355,43935,0_0_4363_4024R_4027AR.jpg,4363,0_4363_4024R_4027AR.png,False,False,True,0,,0
17360,43940,0_0_8935_3562AR.jpg,8935,0_8935_3562AR.png,False,False,True,0,,0
17365,43945,0_0_14007_4901R.jpg,14007,0_14007_4901R.png,False,False,True,0,,0
17370,43950,0_4_14148_5191BR.jpg,14148,4_14148_5191BR.png,False,False,True,4,,0
17375,43955,0_4_13899_4801DR.jpg,13899,4_13899_4801DR.png,False,False,True,4,,0
17380,43960,0_0_11251_4128IR.jpg,11251,0_11251_4128IR.png,False,False,True,0,,0
17385,43965,0_0_8604_2154AR.jpg,8604,0_8604_2154AR.png,False,False,True,0,,0
17390,43970,0_0_5219_470R.jpg,5219,0_5219_470R.png,False,False,True,0,,0
17395,43975,0_0_14052_4934V.jpg,14052,0_14052_4934V.png,False,False,True,0,,0
17400,43980,0_3_12618_4410R.jpg,12618,3_12618_4410R.png,False,False,True,3,,0
17405,43985,0_0_12424_3938HV.jpg,12424,0_12424_3938HV.png,False,False,True,0,,0
17410,43990,0_0_11891_4208HR.jpg,11891,0_11891_4208HR.png,False,False,True,0,,0
17415,43995,0_2_14062_4944AR.jpg,14062,2_14062_4944AR.png,False,False,True,2,,0
17420,44000,0_0_18447_7188R.jpg,18447,0_18447_7188R.png,False,False,True,0,,0
17425,44005,0_0_17497_6770EV.jpg,17497,0_17497_6770EV.png,False,False,True,0,,0
17430,44010,0_1_12831_4433LR.jpg,12831,1_12831_4433LR.png,False,False,True,1,,0
17435,44015,0_0_12134_4271R.jpg,12134,0_12134_4271R.png,False,False,True,0,,0
17440,44020,0_0_17574_6773BV.jpg,17574,0_17574_6773BV.png,False,False,True,0,,0
17445,44025,0_1_13013_4448ER.jpg,13013,1_13013_4448ER.png,False,False,True,1,,0
17450,44030,0_0_13275_4470CR.jpg,13275,0_13275_4470CR.png,False,False,True,0,,0
17455,44035,0_0_13899_4801DV.jpg,13899,0_13899_4801DV.png,False,False,True,0,,0
17460,44040,0_0_18641_2151R.jpg,18641,0_18641_2151R.png,False,False,True,0,,0
17465,44045,0_3_12841_4419DR.jpg,12841,3_12841_4419DR.png,False,False,True,3,,0
17470,44050,0_0_11451_4146MR.jpg,11451,0_11451_4146MR.png,False,False,True,0,,0
17475,44055,0_0_3929_206V.jpg,3929,0_3929_206V.png,False,False,True,0,,0
17480,44060,0_13_14070_4949R.jpg,14070,13_14070_4949R.png,False,False,True,13,,0
17485,44065,0_0_18582_7241R.jpg,18582,0_18582_7241R.png,False,False,True,0,,0
17490,44070,0_3_14070_4949R.jpg,14070,3_14070_4949R.png,False,False,True,3,,0
17495,44075,0_4_11438_4145PV.jpg,11438,4_11438_4145PV.png,False,False,True,4,,0
17500,44080,0_0_14661_6216JR.jpg,14661,0_14661_6216JR.png,False,False,True,0,,0
17505,44085,0_0_13524_4505CR.jpg,13524,0_13524_4505CR.png,False,False,True,0,,0
17510,44090,0_2_14622_6214ER.jpg,14622,2_14622_6214ER.png,False,False,True,2,,0
17515,44095,0_0_11299_4131IR.jpg,11299,0_11299_4131IR.png,False,False,True,0,,0
17520,44100,0_0_18329_7109R.jpg,18329,0_18329_7109R.png,False,False,True,0,,0
17525,44105,0_0_4944_384R.jpg,4944,0_4944_384R.png,False,False,True,0,,0
17530,44110,0_0_11930_4233V.jpg,11930,0_11930_4233V.png,False,False,True,0,,0
17535,44115,0_0_17597_6776EV.jpg,17597,0_17597_6776EV.png,False,False,True,0,,0
17540,44120,0_0_16649_3520_P30_51.jpg,16649,0_16649_3520_P30_51.png,False,False,True,0,,0
17545,44125,0_0_13231_4466RV.jpg,13231,0_13231_4466RV.png,False,False,True,0,,0
17550,44130,0_0_14793_6599AR.jpg,14793,0_14793_6599AR.png,False,False,True,0,,0
17555,44135,0_0_14133_5188CV.jpg,14133,0_14133_5188CV.png,False,False,True,0,,0
17560,44140,0_0_4431_4911V.jpg,4431,0_4431_4911V.png,False,False,True,0,,0
17565,44145,0_0_1518_1740R.jpg,1518,0_1518_1740R.png,False,False,True,0,,0
17570,44150,0_0_11438_4145PR.jpg,11438,0_11438_4145PR.png,False,False,True,0,,0
17575,44155,0_0_11820_4198GV.jpg,11820,0_11820_4198GV.png,False,False,True,0,,0
17580,44160,0_1_2384_5138R.jpg,2384,1_2384_5138R.png,False,False,True,1,,0
17585,44165,0_0_1432_1436R.jpg,1432,0_1432_1436R.png,False,False,True,0,,0
17590,44170,0_0_10946_4107JR.jpg,10946,0_10946_4107JR.png,False,False,True,0,,0
17595,44175,0_3_4363_4027AR.jpg,4363,3_4363_4027AR.png,False,False,True,3,,0
17600,44180,0_0_13304_4473BR.jpg,13304,0_13304_4473BR.png,False,False,True,0,,0
17605,44185,0_4_16790_5855DV.jpg,16790,4_16790_5855DV.png,False,False,True,4,,0
17610,44190,0_0_11493_4149CR.jpg,11493,0_11493_4149CR.png,False,False,True,0,,0
17615,44195,0_0_17652_6803FR.jpg,17652,0_17652_6803FR.png,False,False,True,0,,0
17620,44200,0_0_12947_4441R.jpg,12947,0_12947_4441R.png,False,False,True,0,,0
17625,44205,0_0_4693_3390_7169V.jpg,4693,0_4693_3390_7169V.png,False,False,True,0,,0
17630,44210,0_0_18136_7034R.jpg,18136,0_18136_7034R.png,False,False,True,0,,0
17635,44215,0_0_17056_5837CV.jpg,17056,0_17056_5837CV.png,False,False,True,0,,0
17640,44220,0_0_2579_5883V.jpg,2579,0_2579_5883V.png,False,False,True,0,,0
17645,44225,0_0_11081_4118GR.jpg,11081,0_11081_4118GR.png,False,False,True,0,,0
17650,44230,0_2_13897_4801BR.jpg,13897,2_13897_4801BR.png,False,False,True,2,,0
17655,44235,0_0_5861_1207V.jpg,5861,0_5861_1207V.png,False,False,True,0,,0
17660,44240,0_1_16759_5842DR.jpg,16759,1_16759_5842DR.png,False,False,True,1,,0
17665,44245,0_0_11026_4113BV.jpg,11026,0_11026_4113BV.png,False,False,True,0,,0
17670,44250,0_0_11081_4118GV.jpg,11081,0_11081_4118GV.png,False,False,True,0,,0
17675,44255,0_0_2213_452R.jpg,2213,0_2213_452R.png,False,False,True,0,,0
17680,44260,0_0_18385_7148R.jpg,18385,0_18385_7148R.png,False,False,True,0,,0
17685,44265,0_0_11026_4113BR.jpg,11026,0_11026_4113BR.png,False,False,True,0,,0
17690,44270,0_2_13897_4801BV.jpg,13897,2_13897_4801BV.png,False,False,True,2,,0
17695,44275,0_0_10965_4108NV.jpg,10965,0_10965_4108NV.png,False,False,True,0,,0
17700,44280,0_0_9693_3179R.jpg,9693,0_9693_3179R.png,False,False,True,0,,0
17705,44285,0_0_14120_5165AR.jpg,14120,0_14120_5165AR.png,False,False,True,0,,0
17710,44290,0_0_6489_1254_41R.jpg,6489,0_6489_1254_41R.png,False,False,True,0,,0
17715,44295,0_0_18136_7034V.jpg,18136,0_18136_7034V.png,False,False,True,0,,0
17720,44300,0_0_9811_3372R.jpg,9811,0_9811_3372R.png,False,False,True,0,,0
17725,44305,0_0_2579_5883R.jpg,2579,0_2579_5883R.png,False,False,True,0,,0
17730,44310,0_0_9382_2619R.jpg,9382,0_9382_2619R.png,False,False,True,0,,0
17735,44315,0_4_4363_4027AR.jpg,4363,4_4363_4027AR.png,False,False,True,4,,0
17740,44320,0_0_9127_2445R.jpg,9127,0_9127_2445R.png,False,False,True,0,,0
17745,44325,0_0_15458_4469OR.jpg,15458,0_15458_4469OR.png,False,False,True,0,,0
17750,44330,0_0_11438_4145PV.jpg,11438,0_11438_4145PV.png,False,False,True,0,,0
17755,44335,0_0_4431_4911R.jpg,4431,0_4431_4911R.png,False,False,True,0,,0
17760,44340,0_0_13347_4486FR.jpg,13347,0_13347_4486FR.png,False,False,True,0,,0
17765,44345,0_0_11595_4159ER.jpg,11595,0_11595_4159ER.png,False,False,True,0,,0
17770,44350,0_0_9976_3522V.jpg,9976,0_9976_3522V.png,False,False,True,0,,0
17775,44355,0_0_15560_3591E1R.jpg,15560,0_15560_3591E1R.png,False,False,True,0,,0
17780,44360,0_0_9062_2390R.jpg,9062,0_9062_2390R.png,False,False,True,0,,0
17785,44365,0_0_12764_4427GV.jpg,12764,0_12764_4427GV.png,False,False,True,0,,0
17790,44370,0_1_12196_4279DR.jpg,12196,1_12196_4279DR.png,False,False,True,1,,0
17795,44375,0_0_11930_4233R.jpg,11930,0_11930_4233R.png,False,False,True,0,,0
17800,44380,0_1_16627_3520_P4.jpg,16627,1_16627_3520_P4.png,False,False,True,1,,0
17805,44385,0_0_1914_3258R.jpg,1914,0_1914_3258R.png,False,False,True,0,,0
17810,44390,0_0_13549_4507IV.jpg,13549,0_13549_4507IV.png,False,False,True,0,,0
17815,44395,0_0_13209_4466AR.jpg,13209,0_13209_4466AR.png,False,False,True,0,,0
17820,44400,0_0_2384_5138R.jpg,2384,0_2384_5138R.png,False,False,True,0,,0
17825,44405,0_0_16790_5855DV.jpg,16790,0_16790_5855DV.png,False,False,True,0,,0
17830,44410,0_0_11299_4131IV.jpg,11299,0_11299_4131IV.png,False,False,True,0,,0
17835,44415,0_0_4146_314V.jpg,4146,0_4146_314V.png,False,False,True,0,,0
17840,44420,0_4_14070_4949R.jpg,14070,4_14070_4949R.png,False,False,True,4,,0
17845,44425,0_0_12022_4375R.jpg,12022,0_12022_4375R.png,False,False,True,0,,0
17850,44430,0_0_13650_4521FV.jpg,13650,0_13650_4521FV.png,False,False,True,0,,0
17855,44435,0_4_11438_4145PR.jpg,11438,4_11438_4145PR.png,False,False,True,4,,0
17860,44440,0_0_4979_134V.jpg,4979,0_4979_134V.png,False,False,True,0,,0
17865,44445,0_0_13865_4761A1R.jpg,13865,0_13865_4761A1R.png,False,False,True,0,,0
17870,44450,0_0_14485_5688IV.jpg,14485,0_14485_5688IV.png,False,False,True,0,,0
17875,44455,0_0_11569_4156CR.jpg,11569,0_11569_4156CR.png,False,False,True,0,,0
17880,44460,0_0_13899_4801DR.jpg,13899,0_13899_4801DR.png,False,False,True,0,,0
17885,44465,0_0_9973_3516R.jpg,9973,0_9973_3516R.png,False,False,True,0,,0
17890,44470,0_0_14148_5191BR.jpg,14148,0_14148_5191BR.png,False,False,True,0,,0
17895,44475,0_0_14000_4898BR.jpg,14000,0_14000_4898BR.png,False,False,True,0,,0
17900,44480,0_1_16714_3520_P11_72.jpg,16714,1_16714_3520_P11_72.png,False,False,True,1,,0
17905,44485,0_0_14052_4934R.jpg,14052,0_14052_4934R.png,False,False,True,0,,0
17910,44490,0_4_12618_4410R.jpg,12618,4_12618_4410R.png,False,False,True,4,,0
17915,44495,0_2_14062_4944AV.jpg,14062,2_14062_4944AV.png,False,False,True,2,,0
17920,44500,0_0_10997_4111CR.jpg,10997,0_10997_4111CR.png,False,False,True,0,,0
17925,44505,0_3_16611_3520_P20_63.jpg,16611,3_16611_3520_P20_63.png,False,False,True,3,,0
17930,44510,0_0_13616_4515ER.jpg,13616,0_13616_4515ER.png,False,False,True,0,,0
17935,44515,0_0_12228_4297R.jpg,12228,0_12228_4297R.png,False,False,True,0,,0
17940,44520,0_0_9392_2626R.jpg,9392,0_9392_2626R.png,False,False,True,0,,0
17945,44525,0_2_12570_4407AR.jpg,12570,2_12570_4407AR.png,False,False,True,2,,0
17950,44530,0_4_13899_4801DV.jpg,13899,4_13899_4801DV.png,False,False,True,4,,0
